,Total Reported Crimes,Total Violent Crimes,Total Vandalism Crimes,Total Drug Crimes,Total Robbery Crimes,Total Fraudulent Crimes,Total Gun Violence Crimes,Total Sex Crimes
0,2966918,25.0%,10.0%,9.0%,4.0%,4.0%,3.0%,1.0%
